Unidade de Despesa;Grupo Orçamentário;Fonte de Recurso;Função;Subfunção;Elemento;Dotação Inicial (R$);Dotação Atual (R$);Empenhado (R$);Liquidado (R$);Pago (R$);Pago Restos (R$)
12 - Faculdade de Economia, Administração e Contabilidade;0 - Básica;4 - Receita;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;0 - Básica;5 - Recursos vinculados Federais;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;0 - Básica;5 - Recursos vinculados Federais;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;15353,88;14633,88;9209,23;9209,23;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;429881,00;168161,05;168161,05;140372,32;140016,83;18231,94
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;339092 - Despesas de Exercícios Anteriores;0,00;3694,82;3694,82;3694,82;3694,82;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;364 - Ensino Superior;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;6100,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;4 - Receita;12 - Educação;122 - Administração Geral;449039 - Outros Serviços Terceiros - Pessoa Jurídica;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;4 - Receita;12 - Educação;122 - Administração Geral;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;4 - Receita;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;1 - Manutenção de Edifícios;5 - Recursos vinculados Federais;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;1 - Tesouro;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;64481,00;6651,00;6651,00;6651,00;6651,00;4450,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;1 - Tesouro;12 - Educação;122 - Administração Geral;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;1 - Tesouro;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;2 - Equipamentos de Segurança;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;1994,00;1994,00;1994,00;1994,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;59950,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;10150,00;10150,00;10150,00;10150,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;3 - Manutenção e Reposição de Equip. de Informática;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;4 - Treinamento de Servidores;1 - Tesouro;12 - Educação;122 - Administração Geral;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;4 - Treinamento de Servidores;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;15357,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;4 - Treinamento de Servidores;1 - Tesouro;12 - Educação;122 - Administração Geral;339139 - Outros Serviços Terceiros - Pessoa Jurídica;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;4 - Treinamento de Servidores;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;4 - Treinamento de Servidores;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;10 - Apoio a Publicações Científicas;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;60241,87;60241,87;55191,37;50140,87;510,00
12 - Faculdade de Economia, Administração e Contabilidade;12 - Assinaturas de Periódicos Científicos;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;3037,00;1945,00;1945,00;1945,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;31 - Serviços Terceirizados;1 - Tesouro;12 - Educação;122 - Administração Geral;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;2182461,15;2182461,15;1996859,60;1973480,41;254866,61
12 - Faculdade de Economia, Administração e Contabilidade;31 - Serviços Terceirizados;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;2105077,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;31 - Serviços Terceirizados;1 - Tesouro;12 - Educação;122 - Administração Geral;339092 - Despesas de Exercícios Anteriores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339014 - Diárias - Civil;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339014 - Diárias - Civil;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339014 - Diárias - Civil;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;4 - Receita;12 - Educação;392 - Difusão Cultural;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;57 - Projetos Especiais;5 - Recursos vinculados Federais;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;1 - Tesouro;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;1 - Tesouro;12 - Educação;364 - Ensino Superior;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;66 - Indenizações PIDV;5 - Recursos vinculados Federais;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;67 - NAPES;4 - Receita;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;140 - Capacitação de Recursos Humanos nas Bibliotecas;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;1 - Tesouro;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;1 - Tesouro;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;159 - Programa de Expansão;4 - Receita;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;173 - Preservação e Conservação de Materiais Bibliográficos;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;71998,00;71998,00;71998,00;71998,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;122 - Administração Geral;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;364 - Ensino Superior;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;364 - Ensino Superior;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;1 - Tesouro;12 - Educação;364 - Ensino Superior;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;4 - Receita;12 - Educação;122 - Administração Geral;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;4 - Receita;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;4 - Receita;12 - Educação;122 - Administração Geral;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;4 - Receita;12 - Educação;364 - Ensino Superior;339020 - Auxílio Financeiro a Pesquisadores;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;174 - Acréscimos Orc;4 - Receita;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;179 - Convênios;4 - Receita;12 - Educação;364 - Ensino Superior;339018 - Auxílio Financeiro a Estudantes;0,00;32720,00;32720,00;32720,00;32720,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;179 - Convênios;4 - Receita;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;4 - Receita;12 - Educação;364 - Ensino Superior;339014 - Diárias - Civil;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;4 - Receita;12 - Educação;364 - Ensino Superior;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;4 - Receita;12 - Educação;364 - Ensino Superior;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;4 - Receita;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;203 - PET- Programa de Educação Tutorial;4 - Receita;12 - Educação;364 - Ensino Superior;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;230 - Avaliação Institucional;1 - Tesouro;12 - Educação;364 - Ensino Superior;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;230 - Avaliação Institucional;1 - Tesouro;12 - Educação;364 - Ensino Superior;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;246 - Programa de Bolsas Intercâmbio Internacional;1 - Tesouro;12 - Educação;364 - Ensino Superior;339018 - Auxílio Financeiro a Estudantes;0,00;775000,00;775000,00;695000,00;655000,00;0,00
12 - Faculdade de Economia, Administração e Contabilidade;252 - Convênios OBTV;1 - Tesouro;12 - Educação;122 - Administração Geral;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
